Model,Optimization,Total model run time,Avg. 'kernel' inference time per batch,Avg. 'kernel' inference time per image,Avg. model run time per batch,Avg. model run time per image,Overhead per batch,FPS,Peak Memory,Peak Memory Accelerator,Accuracy,Weights Memory,Total kernel run time,Total Overhead
mnasnet1_0,Pruning,16200.25,2.21,2.21,19.49,19.49,20.447692307692307,51.30836326321191,0.14,3.66,77.76,3.8245849609375,13935.349999999999,14620.1
mnasnet1_0,Distillation,15854.18,2.43,2.43,19.4,19.4,19.743678321678324,51.54639175257732,0.14,3.94,81.54,4.109734535217285,13870.999999999998,14116.730000000001
resnet18,Base,15383.22,1.24,1.24,18.45,18.45,20.274993006993007,54.20054200542005,0.14,10.97,94.69,10.106151580810547,13191.75,14496.62
resnet18,Pruning,15366.63,1.17,1.17,18.43,18.43,20.32179020979021,54.25935973955507,0.14,9.62,64.62,9.336134910583496,13177.449999999999,14530.079999999998
resnet18,Distillation,15376.57,1.28,1.28,18.4,18.4,20.225692307692302,54.34782608695652,0.14,10.97,85.87,9.941035270690918,13155.999999999998,14461.369999999995
mobilenet_v2,Base,15874.73,1.76,1.76,19.05,19.05,20.44241958041958,52.493438320209975,0.14,2.84,64.9,3.401988983154297,13620.75,14616.329999999998
mobilenet_v2,Pruning,15720.98,1.7,1.7,18.83,18.83,20.28738461538461,53.10674455655869,0.14,2.58,68.95,3.3319292068481445,13463.449999999999,14505.479999999996
mobilenet_v2,Distillation,15623.53,1.78,1.78,18.78,18.78,20.07109090909091,53.24813631522896,0.14,2.84,64.34,3.2358808517456055,13427.7,14350.83
efficientnet_b0,Base,33200.78,27.68,27.68,43.63,43.63,18.75465734265734,22.920009168003663,0.44,4.36,63.36,6.106398582458496,31195.45,13409.579999999998
efficientnet_b0,Pruning,31730.58,24.96,24.96,41.44,41.44,19.41843356643357,24.13127413127413,0.54,3.67,59.02,5.588894844055176,29629.6,13884.180000000002
efficientnet_b0,Distillation,33111.7,27.12,27.12,43.51,43.51,19.190069930069928,22.983222247759137,0.21,4.48,63.36,5.856590270996094,31109.649999999998,13720.899999999998
mnasnet1_0,Base,15128.45,2.5,2.5,18.35,18.35,18.65867132867133,54.49591280653951,0.14,3.94,87.41,4.1704301834106445,13120.250000000002,13340.949999999999
mnasnet1_0,Pruning,15763.05,2.19,2.19,18.99,18.99,19.85622377622377,52.65929436545551,0.14,3.66,77.76,3.8245849609375,13577.849999999999,14197.199999999997
mnasnet1_0,Distillation,16716.85,2.44,2.44,20.23,20.23,20.94020979020979,49.43153732081068,0.14,3.94,81.54,4.109734535217285,14464.45,14972.249999999998
resnet18,Base,14143.17,1.25,1.25,16.99,16.99,18.530657342657346,58.85815185403179,0.14,10.97,94.69,10.106151580810547,12147.849999999999,13249.420000000002
resnet18,Pruning,14368.36,1.17,1.17,17.35,17.35,18.925608391608392,57.63688760806916,0.14,9.62,64.62,9.336134910583496,12405.250000000002,13531.810000000001
resnet18,Distillation,14616.83,1.24,1.24,17.74,17.74,19.203118881118883,56.36978579481399,0.14,10.97,85.87,9.941035270690918,12684.099999999999,13730.230000000001
mobilenet_v2,Base,14671.57,1.78,1.78,17.72,17.72,18.73967832167832,56.4334085778781,0.14,2.84,64.9,3.401988983154297,12669.8,13398.869999999999
mobilenet_v2,Pruning,15143.15,1.73,1.73,18.36,18.36,19.44923076923077,54.46623093681917,0.14,2.58,68.95,3.3319292068481445,13127.4,13906.2
mobilenet_v2,Distillation,15874.5,1.77,1.77,19.03,19.03,20.4320979020979,52.54860746190226,0.14,2.84,64.34,3.2358808517456055,13606.45,14608.949999999999
efficientnet_b0,Base,33106.72,27.68,27.68,43.51,43.51,18.62310489510489,22.983222247759137,0.44,4.36,63.36,6.106398582458496,31109.649999999998,13315.519999999997
efficientnet_b0,Pruning,31433.88,24.96,24.96,41.28,41.28,19.00346853146853,24.224806201550383,0.54,3.67,59.02,5.588894844055176,29515.2,13587.48
efficientnet_b0,Distillation,33262.77,27.12,27.12,43.69,43.69,19.40135664335664,22.888532845044637,0.21,4.48,63.36,5.856590270996094,31238.35,13871.969999999998
mnasnet1_0,Base,15497.02,2.45,2.45,18.73,18.73,19.224153846153847,53.39028296849973,0.14,3.94,87.41,4.1704301834106445,13391.95,13745.27
mnasnet1_0,Pruning,16368.98,2.13,2.13,19.74,19.74,20.763678321678324,50.658561296859176,0.14,3.66,77.76,3.8245849609375,14114.099999999999,14846.03
mnasnet1_0,Distillation,16048.73,2.41,2.41,19.4,19.4,20.035776223776224,51.54639175257732,0.14,3.94,81.54,4.109734535217285,13870.999999999998,14325.58
