Model,Optimization,Total model run time,Avg. 'kernel' inference time per batch,Avg. 'kernel' inference time per image,Avg. model run time per batch,Avg. model run time per image,Overhead per batch,FPS,Peak Memory,Peak Memory Accelerator,Accuracy,Weights Memory,Total kernel run time,Total Overhead
resnet18,Base,10555.32,1.31,1.31,12.62,12.62,13.452685314685311,79.2393026941363,0.14,10.97,94.69,10.106151580810547,9023.3,9618.669999999998
resnet18,Pruning,11704.89,1.13,1.13,14.13,14.13,15.240475524475524,70.77140835102618,0.14,9.62,64.62,9.336134910583496,10102.95,10896.94
resnet18,Distillation,10272.26,1.22,1.22,12.34,12.34,13.146797202797202,81.03727714748784,0.14,10.97,85.87,9.941035270690918,8823.1,9399.96
mobilenet_v2,Base,10255.87,1.81,1.81,12.45,12.45,12.533874125874126,80.32128514056225,0.14,2.84,64.9,3.401988983154297,8901.75,8961.72
mobilenet_v2,Pruning,11189.64,1.71,1.71,13.45,13.45,13.939846153846156,74.34944237918216,0.14,2.58,68.95,3.3319292068481445,9616.75,9966.990000000002
mobilenet_v2,Distillation,14053.68,1.73,1.73,17.02,17.02,17.925496503496504,58.75440658049354,0.14,2.84,64.34,3.2358808517456055,12169.3,12816.73
efficientnet_b0,Base,29686.45,27.68,27.68,39.48,39.48,13.839510489510488,25.329280648429588,0.44,4.36,63.36,6.106398582458496,28228.199999999997,9895.249999999998
efficientnet_b0,Pruning,29739.65,24.96,24.96,39.24,39.24,16.633916083916084,25.4841997961264,0.54,3.67,59.02,5.588894844055176,28056.600000000002,11893.25
efficientnet_b0,Distillation,30265.83,27.12,27.12,40.15,40.15,15.209832167832172,24.906600249066003,0.21,4.48,63.36,5.856590270996094,28707.25,10875.030000000002
mnasnet1_0,Base,9139.44,2.4,2.4,11.04,11.04,10.382433566433567,90.57971014492756,0.14,3.94,87.41,4.1704301834106445,7893.599999999999,7423.4400000000005
mnasnet1_0,Pruning,14127.91,2.17,2.17,17.15,17.15,17.589314685314683,58.30903790087464,0.14,3.66,77.76,3.8245849609375,12262.249999999998,12576.359999999999
mnasnet1_0,Distillation,14714.07,2.43,2.43,17.87,17.87,18.14911888111888,55.95970900951315,0.14,3.94,81.54,4.109734535217285,12777.050000000001,12976.619999999999
resnet18,Base,9362.89,1.24,1.24,11.14,11.14,11.854951048951047,89.76660682226212,0.14,10.97,94.69,10.106151580810547,7965.1,8476.289999999999
resnet18,Pruning,13421.26,1.16,1.16,16.21,16.21,17.610993006993006,61.69031462060456,0.14,9.62,64.62,9.336134910583496,11590.150000000001,12591.859999999999
resnet18,Distillation,9286.1,1.24,1.24,11.25,11.25,11.747552447552447,88.88888888888889,0.14,10.97,85.87,9.941035270690918,8043.75,8399.5
mobilenet_v2,Base,13596.07,1.78,1.78,16.49,16.49,17.235482517482517,60.64281382656156,0.14,2.84,64.9,3.401988983154297,11790.349999999999,12323.369999999999
mobilenet_v2,Pruning,10371.9,1.69,1.69,12.53,12.53,12.816153846153846,79.80845969672785,0.14,2.58,68.95,3.3319292068481445,8958.949999999999,9163.55
mobilenet_v2,Distillation,14405.03,1.82,1.82,17.5,17.5,18.326895104895105,57.142857142857146,0.14,2.84,64.34,3.2358808517456055,12512.5,13103.73
efficientnet_b0,Base,29286.97,27.68,27.68,38.91,38.91,13.280797202797205,25.70033410434336,0.44,4.36,63.36,6.106398582458496,27820.649999999998,9495.77
efficientnet_b0,Pruning,28185.49,24.96,24.96,37.24,37.24,14.460265734265732,26.85284640171858,0.54,3.67,59.02,5.588894844055176,26626.600000000002,10339.089999999998
efficientnet_b0,Distillation,29576.83,27.12,27.12,39.32,39.32,14.246195804195803,25.4323499491353,0.21,4.48,63.36,5.856590270996094,28113.8,10186.029999999999
mnasnet1_0,Base,14030.05,2.47,2.47,17.08,17.08,17.15244755244755,58.5480093676815,0.14,3.94,87.41,4.1704301834106445,12212.199999999999,12264.0
mnasnet1_0,Pruning,13173.66,2.15,2.15,15.97,15.97,16.2746993006993,62.61740763932373,0.14,3.66,77.76,3.8245849609375,11418.550000000001,11636.41
mnasnet1_0,Distillation,11981.62,2.45,2.45,14.62,14.62,14.307510489510491,68.39945280437757,0.14,3.94,81.54,4.109734535217285,10453.3,10229.87
